Tag	promoter	enhancer	TF_binding_site	CTCF_binding_site	open_chromatin_region
SMAD5	0.34650861010767	0.105460667064146	0.00845228492266685	0.0901343246939992	0.0120296005330902
E2F1	0.259379807151165	0.117754098975725	0.00813229280006003	0.0803474280568792	0.0120718118035493
KLF10	0.263601556228	0.123618230099426	0.0097881800778114	0.0757734823689248	0.0155931575372074
NFKB1	0.241333688874303	0.146260666229078	0.00989702986544142	0.0926013291762389	0.0156506399737447
CPHXL2	0.245256589838278	0.151152425824526	0.0121609575958233	0.0953138927798294	0.0166815229848466
ELK4	0.27548025252206	0.135951879916549	0.0097631025170922	0.100566278009086	0.0132131535453339
DUXB	0.269130375051518	0.155470073728076	0.012181160415808	0.113706095159592	0.0150203782570866
TLX2	0.281770680139108	0.157845562918491	0.010277350035469	0.0905323805733862	0.0159437341038462
CREB1	0.295540438397581	0.139077853363568	0.0123960695389267	0.104157218442933	0.01859410430839
TBXT	0.304522961310652	0.153847819731243	0.00957217572089095	0.102554384901084	0.0151270695498695
E2F3	0.314795063233277	0.152064604601554	0.0114277007466098	0.0880694804205394	0.0159987810452537
SOX17	0.312695590327169	0.158659317211949	0.00990398293029872	0.0907005689900427	0.0155938833570413
TLX1	0.291417985179251	0.177738834368115	0.00954336070498698	0.0897055878229521	0.0197276186661326
DPRX	0.29471113977702	0.18294480788722	0.0115636229613932	0.103059062010504	0.0157560121625357
TEAD1	0.285047996095233	0.166766093605944	0.011264943094218	0.111324599257784	0.0155028549735421
PAX9	0.29805846653979	0.170163931748197	0.01106763920313	0.114074279786652	0.0158214148608581
ARGFX	0.30521980137039	0.160943875587035	0.0114712448995304	0.119254754022635	0.013819385633998
ETV1	0.301680049984958	0.158470830537107	0.0101242681600444	0.13063198574503	0.013317751602527
SPI1	0.295415085846569	0.173365056909524	0.0089597667888453	0.129059224487171	0.0130538229052794
KLF4	0.296754700979288	0.189801624637239	0.0163391330850881	0.140492691782728	0.0225408478327127
FOXI1	0.340222575516693	0.154672745034191	0.00992204110559887	0.10414312256977	0.0157450150362978
LHX3	0.352807787622087	0.146260872382125	0.00941058326179562	0.105168532046194	0.013006365506406
PAX7	0.340312557358995	0.145606628733251	0.0101869575477882	0.115688176836143	0.013713716338464
ZNF808	0.332620092008131	0.138582789486823	0.0126422024892122	0.120805249456153	0.0199885881387968
RREB1	0.336559402640117	0.142395217565225	0.0107893684163741	0.125750033334815	0.0128672385439353
ETS2	0.33723743538986	0.157923677554163	0.00882547014186737	0.128615418453756	0.011382382052128
LHX4	0.325064958607771	0.181853888452474	0.0109976433621367	0.103208653090821	0.0180675569520817
PRDM1	0.344005203440052	0.178832116788321	0.0088169400881694	0.0974199609741996	0.0134422201344222
SPIB	0.34995249926922	0.162872698041508	0.0089520608009354	0.140291581408945	0.0109617071031862
JAZF1	0.338238871320847	0.17343711992216	0.0125273656044758	0.145098516176113	0.0165409875942593
ERG	0.369321878388523	0.191375427475186	0.00715656018016515	0.110784886145633	0.0170990074234715
PAX2	0.34318533097597	0.204078682545507	0.0116756179737799	0.125006949772603	0.016701693520588
ETV2	0.349540788762831	0.199693859175221	0.00822978570142265	0.142499549792905	0.0103367549072573
IRF8	0.378516042476749	0.131386861313869	0.00943675102894695	0.117697887532119	0.0112331445983128
TEAD2	0.354166440298589	0.13929786055002	0.0114089511370921	0.12725870068345	0.0117783838405789
ELK1	0.363467980930292	0.141170596572607	0.00937379203710862	0.12983185156552	0.0118058239917536
ETV7	0.374401913875598	0.152072659524918	0.0122157767709701	0.1513951814371	0.0111995596392429
LHX6	0.287339544069034	0.262181771347615	0.0097024857253252	0.076847121452797	0.0303953977589834
PAX6	0.275491033304868	0.28464560204953	0.00888129803586678	0.0960204953031597	0.0352860802732707
HNF4A	0.297826022127457	0.246742015328184	0.0182208570661736	0.109235678287061	0.0161631825366057
ZIC3	0.274520573023937	0.255251956611287	0.0131203563854944	0.1620211451325	0.019810212519261
HOXA2	0.299229658160809	0.255296100144439	0.0167910447761194	0.175312951372171	0.0178141550312951
EGR2	0.315888808884816	0.244616089546377	0.0123715389147084	0.164419279526958	0.0160480897209312
MYOD1	0.324323774866076	0.241682507090072	0.0122487979914004	0.163198715146833	0.0325787531638493
TBR1	0.36924816541284	0.242511653666867	0.00920755065306688	0.0987677112659805	0.0190843217796649
TLX3	0.433528817772254	0.226153487649526	0.00868028584744446	0.0999300916576045	0.0208171508466677
ZBTB7B	0.370569280343716	0.224758324382385	0.0155746509129968	0.145542427497315	0.0139634801288937
GCM1	0.395066515540178	0.217845850981328	0.00975362405297381	0.128318320109766	0.0171061265883195
SPIC	0.410132497809405	0.205570749581795	0.00772682615968774	0.138897002203871	0.0113910942354159
PAX8	0.404012211077191	0.213693850850414	0.0112516354121239	0.145050152638465	0.0162232882686437
PDX1	0.354403400996136	0.195409111113644	0.0192046866273835	0.174585987987098	0.0164465061147266
ZNF263	0.34240647526373	0.220277799576238	0.0135648703489871	0.183675070907277	0.0148877254739297
RFX3	0.366002198389828	0.295742847806066	0.0149134012655595	0.173761920323223	0.0201717120703485
HOXB2	0.401738955284007	0.282731301195112	0.013528937827313	0.184100980260508	0.0190680811064858
SOX5	0.419794531629186	0.21676643477323	0.012646281615704	0.173111147063582	0.0150865555735318
GATA3	0.399882024882025	0.206903331903332	0.0282782782782783	0.184219934219934	0.0248462748462748
RFX5	0.415599853694221	0.218544257498171	0.0256035113386979	0.19659839063643	0.0238661302121434
TFAP2A	0.416001049986875	0.265327933400832	0.0141560730490869	0.216972287846402	0.0175685303933701
RFX6	0.221122112211221	0.326190828038028	0.0120191123589971	0.119353726417418	0.0256145017486823
RFX1	0.244798041615667	0.322521419828641	0.0140758873929009	0.134026927784578	0.0226438188494492
FOS	0.223495702005731	0.36443893750484	0.0214512506776117	0.124215906450863	0.0273755130488655
RFX2	0.301355013550135	0.35230352303523	0.0168021680216802	0.162059620596206	0.0254742547425474
FOXJ2	0.289893242727035	0.351876796879712	0.0214117694364583	0.179155190092282	0.029956372263214
HOXA5	0.22428810720268	0.309547738693467	0.0271356783919598	0.219932998324958	0.0232830820770519
MAX	0.287847806912036	0.343286424504851	0.0314329243845722	0.257667789271109	0.0271028786785342
ALX4	0.032258064516129	0.209677419354839	0	0.161290322580645	0
NR2F6	0.014218009478673	0.260663507109005	0.00947867298578199	0.104265402843602	0.018957345971564
RFX8	0.0077319587628866	0.255154639175258	0.0231958762886598	0.0927835051546392	0.0347938144329897
ETV3L	0.0146443514644351	0.282426778242678	0.0167364016736402	0.102510460251046	0.0313807531380753
ZGPAT	0.0294117647058824	0.340073529411765	0.0349264705882353	0.136029411764706	0.0257352941176471
HNF1B	0.0603044762553965	0.300386275846399	0.0155873665076119	0.043626448534424	0.0347193819586458
NFIB	0.0736348703978206	0.282761107327431	0.0110171868114258	0.0709907455630784	0.0326509354593165
HOXB13	0.0729636276097518	0.33054668008929	0.0108985862476474	0.0462205103514685	0.0433317284545017
GATA4	0.0672221702087819	0.336672596198858	0.0183503417283026	0.0654901226476922	0.0327216552757232
HNF1A	0.0969001708567244	0.322675128142543	0.0190383207224799	0.0626067854527703	0.0289236026360752
GATA2	0.0419413574433352	0.336849375274691	0.0190870848245118	0.0448295347523074	0.0420041439065737
HOXA1	0.0366822906052578	0.340330140615447	0.014265335235378	0.0444263297330344	0.0491135113103729
GATA1	0.0549372484016102	0.363722472176178	0.0189438787591759	0.0544636514326308	0.0487804878048781
SOX2	0.0780849035853068	0.374074345626512	0.0129774910184031	0.0590219224283305	0.0368062174646235
ZNF200	0.150767465213025	0.292003379078404	0.0134525574204243	0.0825642742154003	0.0288178007300084
CRX	0.206050583173758	0.281713958866977	0.0106189848548905	0.0830245455223695	0.0294944169505857
ETS1	0.191833333333333	0.341333333333333	0.00616666666666667	0.0865	0.0256666666666667
CEBPG	0.160549403607926	0.327046298426051	0.0260572404955147	0.147800085433575	0.0324318995826898
BHLHA15	0.131434683781254	0.370905201230111	0.0153763872175425	0.178499799438428	0.0508089316753577
TEAD4	0.173966546647828	0.375074062257873	0.0225377147805478	0.169636753110615	0.0336812360421129
USF1	0.0439357861586911	0.448959213457255	0.0192795145556494	0.0930178969198863	0.0464705430524618
HOXA13	0.0605407198540388	0.452147951567424	0.0155913086747388	0.100348316470393	0.0376513517996351
FOXJ3	0.0712015257469803	0.508582326764145	0.013986013986014	0.073744437380801	0.0384615384615385
HOXD12	0.0618984714096999	0.480543498773353	0.0186827703340253	0.0956784298924325	0.0454047933572372
DLX3	0.0407735321528425	0.499068033550792	0.0142124883504194	0.0852749301025163	0.0566169617893756
TBX21	0.055182007883144	0.514027359146766	0.0164618594945514	0.101553443079063	0.0398794342684906
PBX4	0.0442600276625173	0.423236514522822	0.0186721991701245	0.147302904564315	0.024896265560166
TFAP2C	0.0599315068493151	0.429327521793275	0.0188356164383562	0.148194271481943	0.0284869240348692
CEBPD	0.0774526678141136	0.457831325301205	0.0258175559380379	0.132530120481928	0.0154905335628227
FOXA3	0.0947646917341458	0.432694620380021	0.0247735107832919	0.150885913573318	0.0274192255271386
HES7	0.0614754098360656	0.459016393442623	0.0122950819672131	0.14344262295082	0.0327868852459016
FIGLA	0.0763167771800325	0.468534968097085	0.0193919679719755	0.149881146002752	0.0499186788439885
HOXA11	0.100324214054133	0.380350442606827	0.0151178463443955	0.0811627991694292	0.0430949692178791
HOXA10	0.120267630802477	0.395586585213814	0.0179528737065204	0.112288575821801	0.0417653659144745
NFIX	0.11161007435023	0.406913935902053	0.0127306233980809	0.125463365036328	0.0494820902793959
POU2F1	0.146903205726735	0.447245564892624	0.0140056022408964	0.121070650482415	0.0326797385620915
HSF4	0.114799446749654	0.426002766251729	0.0304287690179806	0.262793914246196	0.0221300138312586
EGR3	0.506024096385542	0.0180722891566265	0.0100401606425703	0.0963855421686747	0.00602409638554217
ELF5	0.530894308943089	0.0900813008130081	0.00579945799457995	0.0996747967479675	0.00915989159891599
ELF2	0.548140833301683	0.0675300998898553	0.00736830111284135	0.110030764556193	0.00801397698355426
MYC	0.557886986931714	0.0840235597275907	0.00588993189766243	0.0992085404012516	0.00855880728879072
GABPA	0.59265626918826	0.0582095050964018	0.00785951123664497	0.0691391379098612	0.00798231609971755
RXRA	0.590857402774619	0.0725494655446896	0.004775983625199	0.106663634296111	0.00523083920855128
KLF8	0.622135842880524	0.0459288052373159	0.0064443535188216	0.10556464811784	0.00930851063829787
MYB	0.674853310980721	0.0900251466890193	0.00486169321039396	0.124056999161777	0.00620284995808885
STAT5A	0.588536647222927	0.0880547806238904	0.00791275678417449	0.150240933299518	0.00847070758305858
SOX4	0.580486037567583	0.0967337383646397	0.00797057020232986	0.156234323616298	0.00735744941753525
STAT4	0.608682003677295	0.0778510247096282	0.00753397013318983	0.136239293241849	0.00623346338400825
FEV	0.611464810976212	0.0925377554042049	0.00671207185865166	0.126418912249531	0.0074523739018853
STAT1	0.629168193477464	0.0727983388298522	0.00781727128374252	0.13716868205692	0.00439721509710517
IRF4	0.618261194960709	0.0836223026069602	0.009829113134589	0.158363477610079	0.00551328427092429
GLI3-FL	0.612008990688216	0.131488815155732	0.00727817617467623	0.171358236112598	0.00701059616825431
ERF	0.596796360362068	0.147812899862566	0.00578171650632671	0.176863655750912	0.00635040993317852
FLI1	0.611388742766965	0.14471330878485	0.00657548658600736	0.179011046817464	0.00602314571278275
ELF4	0.615083444519784	0.136442179400249	0.012117500382773	0.196154771539185	0.00586189549202738
TEAD3	0.401746999308741	0.103814491296424	0.00794947527179036	0.0990385219631748	0.0114371897190976
NFATC4	0.394648703571294	0.109095698641478	0.00948331012682046	0.100703721822903	0.0115530801941821
LEUTX	0.426611796982167	0.10579561042524	0.00943072702331962	0.102023319615912	0.0114883401920439
SP7	0.437920283653258	0.114897909279863	0.00923095732974691	0.0990035456657293	0.013173982149407
NFATC3	0.416938559808832	0.118606681678232	0.0108450898396213	0.115527779054271	0.0118101190202656
IRF9	0.428168395445484	0.115670507145995	0.00922390782849613	0.11132885089705	0.012737777477447
YY1	0.466746079015287	0.0911256700416915	0.00813976573357157	0.0662100456621005	0.0137978955727616
PPARG	0.489593657086224	0.107036669970268	0.00693756194251734	0.087215064420218	0.0153617443012884
LHX8	0.427536231884058	0.14975845410628	0.00966183574879227	0.103864734299517	0.0144927536231884
TPRX1	0.402570694087404	0.18143051565099	0.00998034175109633	0.124724028428852	0.0134583396340541
GLI2	0.410154043162216	0.170709201160032	0.00847425709012843	0.132028925464201	0.0129185341418402
STAT3	0.415292556182935	0.134141677727038	0.0129125143409894	0.147031696398443	0.0107979214001305
SMAD1	0.419912187982763	0.151882266850963	0.0107325798845435	0.164972762013172	0.0134563785673632
KLF5	0.436096153274031	0.165813822033142	0.0120637848451492	0.161291762115848	0.0115431529467765
CPHXL	0.448036539456547	0.150636050598583	0.0127031704401506	0.164159931488519	0.0125247551249799
KLF15	0.447769087315946	0.162732763659643	0.0146825507278648	0.167673337601247	0.0128176580287806
ETV5	0.45851518137876	0.125439954948613	0.00703927917781219	0.118447604298653	0.0100427049603454
SATB2	0.453346028291621	0.123041349292709	0.0100924918389554	0.132861806311208	0.00982045701849837
ELF3	0.432825909276665	0.121628524724152	0.00860747854515734	0.133352063751532	0.0102165917449939
SPDEF	0.440289396337328	0.125299570427312	0.00890798100836536	0.141487678046575	0.0113949807822745
IRF5	0.443909902520584	0.11757468689864	0.0111517713492539	0.150020505378719	0.00858071232530995
SOX6	0.455532507940624	0.141310689051663	0.00854022168924613	0.136287029234459	0.0104362481363843
FOXQ1	0.457415068820113	0.143885750656377	0.00930861643726629	0.133542843503859	0.0113771978677699
SOX15	0.442738875474301	0.147386246040955	0.00992505252594939	0.145191131738217	0.0118536172347832
OTX2	0.465463596764157	0.126633478531425	0.00871188550093342	0.153702551337897	0.00808960796515246
SPZ1	0.482686599978015	0.114433329669122	0.0103770473782566	0.161152028141145	0.00842035835989887
STAT5B	0.445282795555753	0.128681964108709	0.0126492388265057	0.171482254079564	0.00924651961001879
KLF16	0.47017921377184	0.125497816032888	0.0150629496402878	0.180016700924974	0.0120760534429599
IRF3	0.501524110323552	0.118990781886959	0.0104667817400566	0.165007895993243	0.00754710051783025
KLF3	0.499984376464706	0.124410211542668	0.011092710058432	0.174233665593851	0.00867106208792926
KLF12	0.489911595626479	0.130191140239288	0.0135746606334842	0.173475467383778	0.0105634369816911
KLF9	0.51757922826701	0.132316562457391	0.0140244258750657	0.153528506593428	0.0112584974385944
EHF	0.511470764535993	0.133126260149311	0.0104081521442973	0.165222603672824	0.00904582856520081
GLI3-CL	0.484642901196497	0.176945849266066	0.00892233049627894	0.160231898359442	0.00995024875621891
KLF6	0.499931637954608	0.101073284112661	0.00926305715066995	0.125034181022696	0.00895542794640416
ETV4	0.491114763608237	0.110973605336943	0.00895291501498598	0.139205259595862	0.00800541428985787
LHX1	0.526684423399428	0.135839005622965	0.00729999013514847	0.113445792640821	0.013909440662918
SATB1	0.551498219936709	0.110932555379747	0.00988924050632911	0.162900514240506	0.00805973101265823
ELK3	0.513391285985782	0.126381361300767	0.0106285633842472	0.181934961638629	0.00820018300837615
ETV3	0.528368271357843	0.128726430001053	0.0129569156220373	0.1857579268935	0.00882755714737175
SP1	0.537311307319852	0.127822761118119	0.0124303210318591	0.180351548195467	0.0109451926598039
LHX2	0.515554553651939	0.201082055906222	0.00518485121731289	0.0969341749323715	0.0238954012623986
HOXA9	0.46505199420824	0.180597604317494	0.0198104514940108	0.237001447939976	0.0117151507173884
SKIL	0.538378464861406	0.18711251549938	0.0117995280188792	0.202991880324787	0.00999960001599936
RFX4	0.516976896454962	0.174118417360397	0.0145449443457113	0.235992891216911	0.00907305209989711
PITX1	0.795611015490534	0.0348537005163511	0.00387263339070568	0.0550774526678141	0.00645438898450947
ELF1	0.793544229013373	0.0556957946184006	0.00478006337612117	0.177829099307159	0.00247059455395027
